2.299225811406030717e-01,2.283445741954849006e-01,2.295208448484022390e-01,2.272401149452894786e-01,2.296251914990681542e-01
2.442591595601100174e-01,2.358679869553471919e-01,2.308585649979282839e-01,2.342703560321887368e-01,2.317059619236573331e-01
2.611940822918789595e-01,2.608782722294492595e-01,2.768601715424187648e-01,2.681167481227860194e-01,2.680781725683849537e-01
5.590862267867596769e-01,5.577511920279335511e-01,5.579183498167576971e-01,5.586837239162579793e-01,5.568734493873495062e-01
5.341728850846713117e-01,5.221891579248501003e-01,5.332081363566366639e-01,5.169115223511658863e-01,5.218287930326775959e-01
8.099292144566602181e-01,8.124595021988885168e-01,7.941183403257124906e-01,7.877578716163372574e-01,8.306147326844850465e-01
3.065821175701788914e-01,3.164144098827657015e-01,3.188891525626955104e-01,3.194410994123133007e-01,3.180940872217719595e-01
2.331388933117114481e-01,2.075041346255232511e-01,2.276280904767525037e-01,2.053594031747784099e-01,2.077649726027523125e-01
3.572212381846118778e-01,3.559272279586951915e-01,3.581108523394913590e-01,3.549908464873307024e-01,3.581617953864469350e-01
2.793737320346472153e-01,2.701885761865147062e-01,2.794923628438798491e-01,2.753728702358146929e-01,2.787381980363510259e-01
5.915725011440233772e-01,5.877359733122694552e-01,5.896131200980679887e-01,5.869559286353157601e-01,5.940602374791534857e-01
8.292421975867797501e-01,8.255284388229316983e-01,8.261459508544624075e-01,8.279282559743267322e-01,8.285746646668062931e-01
5.740666057179955040e-01,5.800220386635922543e-01,5.730746615871568084e-01,5.763756195933286142e-01,5.753679260942973217e-01
6.385355940940591335e-01,6.395817248562443158e-01,6.383265998688791854e-01,6.387753418496669999e-01,6.379906122639483756e-01
3.317917455613481614e-01,3.350229957640569189e-01,3.323901679017433608e-01,3.322253462964321336e-01,3.424495969056486899e-01
6.295917513728888082e-01,6.317158457078188016e-01,6.300107654661667445e-01,6.322355690742244017e-01,6.287647133583944559e-01
7.058026599263216294e-01,7.060157994155323857e-01,7.059064346426963121e-01,7.056900780988374366e-01,7.062536427614174439e-01
4.458537796704066802e-01,4.221301120212364033e-01,4.462308166160937617e-01,4.409246739193417586e-01,4.437627833599161464e-01
6.799051680922554297e-01,6.791666866806252978e-01,6.866354956037338253e-01,6.799254423385432400e-01,6.803401059848287469e-01
4.335366869383605604e-01,4.347515479078924439e-01,4.352131156127426737e-01,4.337283358313429593e-01,4.339520985989833157e-01
5.254359967286743593e-01,5.308528101054699189e-01,5.378363986498051474e-01,5.259851033069992132e-01,5.223198068052500309e-01
5.313133464915601456e-01,5.304820145497646244e-01,5.285861662961380825e-01,5.169672982811311934e-01,5.273517949274870720e-01
3.895082969179156640e-01,3.886670003630910419e-01,3.898384723742591151e-01,3.905190447060116754e-01,3.885187531366257607e-01
5.705391225326433835e-01,5.705434872061259099e-01,5.703052914358620606e-01,5.704163038342024983e-01,5.666071167990643920e-01
8.031819533327142491e-01,8.032714452300463437e-01,8.035843053817259829e-01,8.035439565484738811e-01,8.037438429963087438e-01
8.040256214814109903e-01,8.028462038433449299e-01,8.027982661043039370e-01,8.031882326219832446e-01,8.026626147953561663e-01
3.192031781942457069e-01,3.207168208686225763e-01,3.189471639655825919e-01,3.220496667084891129e-01,3.189363085895208227e-01
8.302333833623065651e-01,8.283969075709473051e-01,8.309793052382804524e-01,8.279060184313548065e-01,8.294816065983774411e-01
8.970410138000857181e-01,8.975337204175973804e-01,8.974320786717185916e-01,8.976137942068409536e-01,8.981638810615507618e-01
6.428545608373108511e-01,6.405819280057413190e-01,6.411355111184325883e-01,6.427257067655004485e-01,6.414810965088386663e-01
7.714073798307737873e-01,7.704461074634364470e-01,7.704024943980964935e-01,7.703408082832969850e-01,7.705578438737622493e-01
4.335583453909446217e-01,4.337241306468250790e-01,4.363213851284497569e-01,4.345757572865667773e-01,4.348665721036804044e-01
7.213530475510278039e-01,7.219301124052517338e-01,7.219381280394168154e-01,7.221103041148416724e-01,7.221702459600622959e-01
3.206372299937330084e-01,3.231964017073878370e-01,3.223120211536578128e-01,3.200874381889053377e-01,3.231104939856216940e-01
5.422467059853627314e-01,5.416757593363965562e-01,5.422522934241384984e-01,5.417835275861492272e-01,5.428686397203038583e-01
4.823866988503390796e-01,4.818966381494989570e-01,4.817446402395279548e-01,4.831322223095391166e-01,4.823802182484412948e-01
4.563524560428660615e-01,4.564708559705216717e-01,4.553062992331353698e-01,4.566998063777091832e-01,4.587304553552658537e-01
2.805016378738356408e-01,2.794079394719357623e-01,2.752999223366226489e-01,2.784621157365302357e-01,2.781776169403497589e-01
7.014390174997974237e-01,7.015103297974298879e-01,7.013275080954074481e-01,7.013221539686491646e-01,7.014937021418992114e-01
4.896550643346059273e-01,4.894639747277725328e-01,4.897409309991380133e-01,4.906904092563973419e-01,4.895006297007826190e-01
4.947466694131048559e-01,4.942830676307414239e-01,4.912531737519524322e-01,4.943502458634176921e-01,4.940728163511506343e-01
8.519138205334881864e-01,8.524505742104054873e-01,8.524988717925953141e-01,8.519140748154551135e-01,8.524334201371454034e-01
7.879595614673813309e-01,7.879284248382070199e-01,7.880052660831143863e-01,7.878179705819097212e-01,7.880579190340997187e-01
