0,81
0,320
0,34
0,53
1,127
1,25
1,367
1,292
1,86
2,360
2,293
3,16
3,290
3,29
3,127
3,231
3,383
3,324
4,189
4,268
4,29
4,164
4,98
5,144
5,186
5,160
5,102
5,137
6,241
6,314
6,11
6,92
6,106
7,364
7,329
7,128
8,395
8,82
8,324
8,142
9,394
9,65
9,254
9,196
10,66
10,362
10,89
11,259
11,135
11,265
11,144
11,276
11,103
12,2
12,366
12,26
12,245
12,119
12,126
13,397
13,304
13,79
13,311
13,237
13,134
13,394
14,123
14,5
14,124
15,176
15,336
15,307
15,254
15,190
16,231
16,378
16,24
16,232
17,47
17,23
17,107
18,319
18,76
19,263
19,351
20,13
20,139
20,134
21,338
21,131
21,29
21,363
21,86
22,10
22,267
22,186
22,357
23,121
23,397
23,319
23,386
23,305
23,4
24,138
24,146
24,3
24,317
24,324
24,121
24,226
25,239
25,295
25,31
25,47
25,24
26,368
26,299
26,322
26,351
26,70
26,154
26,389
26,145
26,199
27,55
27,64
27,94
28,341
28,14
28,344
29,18
29,194
29,392
29,202
30,73
30,131
30,159
30,365
31,218
31,76
31,223
31,285
31,396
31,178
32,125
33,340
33,136
34,64
34,370
34,313
34,366
35,107
35,268
35,197
35,47
35,54
35,209
36,386
36,26
36,377
36,207
36,51
36,62
36,338
37,139
37,87
37,56
37,258
37,241
37,169
38,138
38,184
38,328
38,319
38,343
39,287
39,280
39,35
39,362
39,184
40,333
40,226
40,25
40,329
40,294
40,121
40,224
41,81
41,61
41,242
42,109
42,377
42,187
42,2
42,174
42,59
42,391
43,298
43,288
43,94
43,236
43,320
44,97
45,100
45,321
45,359
45,252
45,108
45,37
46,237
47,105
47,390
48,337
48,372
48,388
49,52
49,71
49,223
49,98
49,23
49,247
49,209
50,277
50,306
50,72
50,253
51,99
51,20
51,318
51,366
51,115
51,244
52,329
52,262
52,184
52,290
52,24
52,246
52,93
52,367
52,308
53,126
53,153
53,119
54,167
54,365
54,40
54,224
54,328
54,24
54,39
54,384
54,378
55,154
55,230
55,163
55,399
55,277
56,65
56,376
56,394
56,385
56,20
57,386
57,313
57,179
58,273
58,382
58,224
58,52
58,255
58,390
59,282
59,122
59,34
59,233
60,252
60,221
60,357
60,354
60,134
61,207
61,351
61,201
61,199
61,174
62,199
62,323
62,88
62,271
63,344
63,237
63,359
63,204
63,102
64,233
64,84
64,340
64,374
64,286
64,85
64,55
65,290
65,6
65,186
65,256
65,155
66,252
66,186
66,387
66,150
67,394
67,108
67,66
68,124
68,221
68,278
69,328
69,146
69,82
69,4
70,141
70,256
70,299
70,36
70,33
70,99
70,140
70,109
70,53
70,373
70,71
70,203
70,301
71,153
71,293
71,327
71,234
71,338
71,141
72,326
72,366
72,250
72,373
72,129
73,239
73,86
73,191
73,48
73,251
73,90
74,161
74,206
74,113
74,48
75,97
76,285
76,8
76,177
77,324
77,232
78,196
78,321
78,135
78,270
78,100
79,37
79,359
80,190
80,252
80,254
80,316
80,28
81,34
82,138
82,3
82,165
82,287
83,317
83,174
83,112
84,377
84,26
85,277
85,141
85,188
85,389
86,275
86,189
86,17
86,4
87,63
87,196
87,79
87,283
88,72
88,260
88,351
88,391
89,104
89,182
89,60
89,74
89,355
89,28
89,113
90,295
90,142
90,82
90,17
91,148
91,179
91,242
91,282
92,354
92,276
92,344
92,170
93,76
93,132
93,249
94,362
94,318
94,260
94,356
94,230
95,51
95,12
96,101
96,67
97,271
97,340
97,129
97,245
98,167
98,177
98,272
98,223
99,69
99,2
100,355
100,235
100,13
101,235
101,180
101,204
101,170
101,66
102,28
102,350
102,6
102,270
102,304
102,79
103,124
103,22
104,229
104,385
104,210
105,142
105,54
105,255
105,296
106,341
106,346
106,258
106,161
106,211
107,352
107,383
107,218
108,229
108,372
108,228
109,256
109,299
109,44
109,179
109,293
109,153
110,326
110,153
110,44
110,141
110,327
110,41
111,244
111,386
111,59
111,70
111,269
111,201
111,145
111,62
111,175
112,53
112,141
112,145
112,2
112,245
112,348
112,99
112,140
113,139
113,252
113,63
113,311
114,132
114,189
115,398
115,141
115,306
115,174
115,299
115,386
115,244
116,359
116,150
116,309
116,388
116,92
116,204
116,80
116,259
117,298
117,49
117,214
118,57
118,264
118,179
118,149
118,148
118,282
119,282
119,220
119,298
119,225
120,378
120,370
120,246
120,202
120,164
121,156
121,16
121,90
122,203
122,377
123,169
123,101
123,270
124,387
124,278
124,311
124,106
124,238
125,190
125,155
126,391
126,256
126,151
126,393
126,219
126,253
127,7
127,290
127,227
127,105
127,197
128,287
128,54
128,272
128,183
129,242
129,126
129,313
129,266
130,59
130,34
130,137
130,198
130,71
131,77
131,222
131,287
132,53
132,28
132,333
132,335
132,167
132,353
133,312
133,222
133,74
133,24
133,335
134,254
134,10
134,22
134,5
134,28
134,65
135,316
135,143
135,60
136,34
136,331
137,175
137,260
137,340
138,249
138,294
138,29
138,308
138,227
138,300
139,46
139,170
139,258
139,65
139,206
139,56
140,97
140,266
140,154
140,340
141,87
141,264
141,377
141,53
142,294
142,312
142,383
142,249
143,96
143,139
143,32
143,10
144,316
144,252
144,171
144,387
144,229
144,101
145,70
145,207
145,220
146,128
146,292
146,105
147,273
147,97
147,339
147,396
147,197
147,167
147,156
148,75
148,242
149,351
149,348
149,153
149,386
149,298
150,103
150,135
150,123
150,240
151,369
151,2
151,398
151,104
151,86
151,269
152,84
152,369
153,293
153,58
153,399
153,225
153,70
154,119
154,130
154,269
154,349
155,371
155,252
155,379
155,9
155,87
155,150
155,180
156,162
156,246
156,305
156,177
157,360
157,129
157,334
157,34
157,266
157,94
157,399
158,274
158,345
159,345
159,3
159,105
159,275
159,226
160,381
160,358
160,240
160,92
161,66
162,197
162,312
162,367
163,99
163,94
163,42
163,81
163,354
164,133
164,202
164,31
165,4
165,38
165,29
165,118
166,23
166,375
166,347
166,312
166,205
167,347
167,364
167,30
167,194
168,72
168,137
168,61
168,220
168,233
168,263
168,340
168,149
169,144
169,316
169,85
170,20
170,56
170,180
170,89
170,206
170,210
170,123
170,190
171,358
171,48
171,125
171,143
172,336
172,237
172,346
172,171
172,66
172,22
172,13
172,316
172,106
173,80
173,196
174,282
175,198
175,126
175,174
175,99
175,64
175,97
177,165
177,295
177,39
177,361
177,184
178,138
178,142
178,82
178,364
178,262
178,395
179,263
179,153
179,119
179,327
180,176
180,78
180,6
180,228
181,215
181,259
182,195
182,394
182,325
182,176
183,332
184,367
186,350
186,46
186,237
186,330
188,53
188,377
188,168
188,298
188,331
189,268
189,178
190,344
190,229
191,49
191,176
191,147
191,131
191,107
191,183
192,79
192,60
192,104
192,102
192,66
193,13
193,79
193,204
194,272
194,182
194,40
194,8
194,205
195,346
195,267
195,192
195,278
195,125
195,104
195,14
196,344
196,100
196,67
197,82
198,281
198,301
198,297
199,236
199,152
199,64
199,233
199,43
199,373
200,112
200,302
200,187
200,84
201,7
201,281
201,351
201,284
201,157
201,256
201,322
201,263
202,114
202,174
202,223
202,184
202,38
202,364
202,133
203,148
203,44
203,327
203,306
203,338
203,216
204,180
204,186
205,285
205,249
206,144
206,106
206,381
206,328
206,183
206,108
207,214
207,94
207,126
207,198
207,253
207,151
207,277
208,65
208,359
208,56
209,339
209,324
209,25
209,177
209,274
209,213
210,109
210,252
210,186
210,92
210,321
210,311
210,125
210,257
211,190
211,96
212,397
212,12
212,291
212,48
212,92
212,134
213,52
213,295
213,247
213,365
213,133
213,1
214,391
214,320
214,75
214,368
215,192
215,108
215,291
215,87
216,286
216,244
216,253
217,178
217,343
217,367
217,370
217,213
217,352
217,162
217,7
217,177
217,275
218,239
218,378
219,277
219,320
219,200
219,198
219,244
219,119
219,84
219,203
220,323
220,62
220,111
220,203
220,277
221,172
222,24
222,247
222,105
222,339
223,328
223,347
224,339
224,247
225,369
225,366
225,203
225,175
225,288
226,31
226,73
226,121
226,162
226,218
227,105
227,296
227,255
227,165
227,185
227,315
227,273
227,246
228,212
228,330
228,371
